url,label, descriptions, scripts, entities, extra, all ,names, TP_desc, FP_desc, TN_desc,FN_desc,  TP_script, FP_script, TN_script,FN_script,  TP_ent, FP_ent, TN_ent,FN_ent , TP_extra, FP_extra, TN_extra, FN_extra 
https://www.kaggle.com/code/gogo827jz/moa-stacked-tabnet-baseline-tensorflow-2-0,No_extra_files,54,10,3,0,63,moa stacked tabnet baseline tensorflow 2 0 ,54,0,4104,-9,10,0,4103,-54,3,0,4104,-60,0,0,4104,-63
https://www.kaggle.com/code/sirpunch/build-knn-and-apriori-based-recommendation-engines,No_extra_files,38,1,0,0,38,build knn and apriori based recommendation engines ,38,0,4128,-1,1,0,4128,-38,0,0,4128,-39,0,0,4128,-39
https://www.kaggle.com/code/sangwookchn/convolutional-neural-networks-cnn-keras,Perfect_files,103,0,2,1,104,convolutional neural networks cnn keras ,103,0,4064,0,0,0,4064,-103,2,0,4064,-101,1,0,4063,-103
https://www.kaggle.com/code/harshraone/super-resolution-using-multi-scale-learning,No_extra_files,11,12,0,0,23,super resolution using multi scale learning ,11,0,4145,-11,12,0,4144,-11,0,0,4145,-22,0,0,4145,-22
https://www.kaggle.com/code/vladimirsydor/4-th-place-solution-inference-and-training-tips,Perfect_files,111,6,8,1,117,4 th place solution inference and training tips ,110,1,4050,-6,6,0,4049,-112,8,0,4050,-109,1,0,4049,-117
https://www.kaggle.com/code/gulsahdemiryurek/world-religions,Perfect_files,194,4,8,1,199,world religions ,194,0,3969,-4,4,0,3969,-194,8,0,3969,-190,1,0,3968,-198
https://www.kaggle.com/code/clumpus/my-graduate-admission-predictions,Perfect_files,77,7,1,0,84,my graduate admission predictions ,77,0,4083,-7,7,0,4083,-77,1,0,4083,-83,0,0,4083,-84
https://www.kaggle.com/code/quantumofronron/breast-cancer-data-set-feature-selection,Perfect_files,255,3,10,1,259,breast cancer data set feature selection ,255,0,3910,-2,3,0,3909,-255,10,0,3910,-247,1,0,3909,-257
https://www.kaggle.com/code/vikassingh1996/comprehensive-visualization-fifa-19,Perfect_files,112,10,3,1,123,comprehensive visualization fifa 19 ,112,0,4045,-10,10,0,4045,-112,3,0,4045,-119,1,0,4044,-122
https://www.kaggle.com/code/augeropendata/large-scale-anisotropy,Perfect_files,132,3,5,2,135,large scale anisotropy ,132,0,4033,-2,3,0,4033,-131,5,0,4033,-129,2,0,4031,-134
https://www.kaggle.com/code/sreevishnudamodaran/build-custom-coco-dataset-512x512-tiled,Perfect_files,52,6,0,1,57,build custom coco dataset 512x512 tiled ,52,0,4109,-6,6,0,4109,-52,0,0,4109,-58,1,0,4108,-58
https://www.kaggle.com/code/nishantdhingra/let-s-build-a-neural-network-from-scratch,Perfect_files,52,4,2,0,55,let s build a neural network from scratch ,52,0,4112,-3,4,0,4111,-52,2,0,4112,-53,0,0,4112,-55
https://www.kaggle.com/code/tencars/bitfinexdataset,No_extra_files,58,3,3,0,61,bitfinexdataset ,58,0,4106,-3,3,0,4106,-58,3,0,4106,-58,0,0,4106,-61
https://www.kaggle.com/code/redwankarimsony/scikit-image-tutorials-part-1,Perfect_files,97,11,3,3,109,scikit image tutorials part 1 ,97,0,4061,-9,11,0,4060,-96,3,0,4061,-103,3,0,4058,-106
https://www.kaggle.com/code/tenebris97/lung-colon-all-5-classes-efficientnetb7-98,No_extra_files,33,5,1,0,38,lung colon all 5 classes efficientnetb7 98 ,33,0,4130,-4,5,0,4129,-33,1,0,4130,-36,0,0,4130,-37
https://www.kaggle.com/code/aayushrajput/lung-cnn-pre-trained-models,No_entity_files,0,6,0,0,6,lung cnn pre trained models ,0,0,4162,-5,6,0,4161,0,0,0,4162,-5,0,0,4162,-5
https://www.kaggle.com/code/mgmarques/houses-prices-complete-solution,Perfect_files,578,11,42,1,583,houses prices complete solution ,578,0,3581,-8,11,0,3581,-575,42,0,3581,-544,1,0,3580,-586
https://www.kaggle.com/code/mpwolke/als-gene-mutations,Perfect_files,101,3,4,1,105,als gene mutations ,101,0,4064,-2,3,0,4063,-101,4,0,4064,-99,1,0,4063,-103
https://www.kaggle.com/code/capallen/udacity-cvnd-p1-notebook3,No_extra_files,98,3,1,0,99,udacity cvnd p1 notebook3 ,97,1,4068,-1,3,0,4067,-97,1,0,4068,-98,0,0,4068,-99
https://www.kaggle.com/code/balraj98/ner-coreference-resolution-using-spacy,Perfect_files,14,5,0,0,19,ner coreference resolution using spacy ,14,0,4149,-4,5,0,4148,-14,0,0,4149,-18,0,0,4149,-18
https://www.kaggle.com/code/gsdeepakkumar/tensor-p-r-ocessed-a-look-at-tpu-responses,Perfect_files,184,2,2,1,187,tensor p r ocessed a look at tpu responses ,184,0,3981,-2,2,0,3981,-184,2,0,3981,-184,1,0,3980,-186
https://www.kaggle.com/code/nirajvermafcb/comparing-various-ml-models-roc-curve-comparison,Perfect_files,150,7,9,1,158,comparing various ml models roc curve comparison ,150,0,4010,-7,7,0,4010,-150,9,0,4010,-148,1,0,4009,-157
https://www.kaggle.com/code/sanketbose97/real-breast-cancer-and-undersampling,Perfect_files,16,3,0,0,19,real breast cancer and undersampling ,16,0,4148,-3,3,0,4148,-16,0,0,4148,-19,0,0,4148,-19
https://www.kaggle.com/code/residentmario/bivariate-plotting-with-pandas,Perfect_files,96,0,3,0,96,bivariate plotting with pandas ,96,0,4071,0,0,0,4071,-96,3,0,4071,-93,0,0,4071,-96
https://www.kaggle.com/code/amlanmohanty1/build-web-app-for-heart-disease-with-streamlit,Perfect_files,45,4,0,0,47,build web app for heart disease with streamlit ,45,0,4119,-3,4,0,4118,-45,0,0,4119,-48,0,0,4119,-48
https://www.kaggle.com/code/jaydhanwant/unsupervised-view-towards-relative-grading-system,No_extra_files,129,4,4,0,133,unsupervised view towards relative grading system ,129,0,4034,-4,4,0,4034,-129,4,0,4034,-129,0,0,4034,-133
https://www.kaggle.com/code/maroberti/fastai-with-transformers-bert-roberta,Perfect_files,191,5,10,0,194,fastai with transformers bert roberta ,191,0,3972,-4,5,0,3971,-191,10,0,3972,-185,0,0,3972,-195
https://www.kaggle.com/code/lenaschmidt0493/qa-integrated-biomedical-ner-classifier-for-pico,Perfect_files,147,4,2,1,150,qa integrated biomedical ner classifier for pico ,147,0,4016,-4,4,0,4016,-147,2,0,4016,-149,1,0,4016,-150
https://www.kaggle.com/code/ahmedelsaied3210/predict-idc-in-breast-cancer-histology-images,Perfect_files,10,10,0,1,21,predict idc in breast cancer histology images ,10,0,4148,-9,10,0,4147,-10,0,0,4148,-19,1,0,4147,-19
https://www.kaggle.com/code/nitindatta/fifa-in-depth-analysis-with-linear-regression,Perfect_files,76,6,1,0,82,fifa in depth analysis with linear regression ,76,0,4086,-5,6,0,4085,-76,1,0,4086,-80,0,0,4086,-81
https://www.kaggle.com/code/ruchi798/commonlit-readability-prize-eda-baseline,Perfect_files,102,8,2,0,109,commonlit readability prize eda baseline ,102,0,4058,-7,8,0,4057,-102,2,0,4058,-107,0,0,4058,-109
https://www.kaggle.com/code/hortonhearsafoo/fast-ai-v3-lesson-1,No_extra_files,95,0,2,0,95,fast ai v3 lesson 1 ,95,0,4072,0,0,0,4072,-95,2,0,4072,-93,0,0,4072,-95
https://www.kaggle.com/code/manabendrarout/nfnet-pytorch-starter-lb-0-95,Perfect_files,81,14,2,1,94,nfnet pytorch starter lb 0 95 ,81,0,4077,-9,14,0,4073,-80,2,0,4077,-88,1,0,4076,-90
https://www.kaggle.com/code/aayushrajput/feature-extraction-colon-images-xception,No_description_files,0,6,0,0,6,feature extraction colon images xception ,0,0,4162,-5,6,0,4161,0,0,0,4162,-5,0,0,4162,-5
https://www.kaggle.com/code/akashkankariya10/cat-dog-classifiction-using-keras-from-scratch,Perfect_files,66,13,1,0,70,cat dog classifiction using keras from scratch ,66,0,4098,-3,13,0,4096,-58,1,0,4098,-68,0,0,4098,-69
https://www.kaggle.com/code/fizzbuzz/beginner-s-guide-to-audio-data,Perfect_files,143,6,5,0,148,beginner s guide to audio data ,143,0,4018,-6,6,0,4017,-144,5,0,4018,-144,0,0,4018,-149
https://www.kaggle.com/code/azazurrehmanbutt/breakhis-images-classification-cnn,Perfect_files,81,4,3,1,86,breakhis images classification cnn ,81,0,4082,-4,4,0,4082,-81,3,0,4082,-82,1,0,4081,-85
https://www.kaggle.com/code/residentmario/pearson-s-r-with-health-searches,Perfect_files,99,1,4,3,103,pearson s r with health searches ,99,0,4067,-1,1,0,4067,-99,4,0,4067,-96,3,0,4064,-100
https://www.kaggle.com/code/alvaroacapelo/eda-regression-with-statsmodels-and-scikit-learn,Perfect_files,291,3,14,2,295,eda regression with statsmodels and scikit learn ,291,0,3875,-1,3,0,3873,-291,14,0,3875,-278,2,0,3873,-292
https://www.kaggle.com/code/akensert/rsna-inceptionv3-keras-tf1-14-0,Perfect_files,101,9,4,0,108,rsna inceptionv3 keras tf1 14 0 ,101,0,4057,-9,9,0,4057,-101,4,0,4057,-106,0,0,4057,-110
https://www.kaggle.com/code/arunrk7/covid-19-detection-pytorch-tutorial,Perfect_files,183,5,7,1,187,covid 19 detection pytorch tutorial ,183,0,3981,-3,5,0,3980,-182,7,0,3981,-179,1,0,3980,-186
https://www.kaggle.com/code/sharmasanthosh/exploratory-study-on-ml-algorithms,Perfect_files,30,5,0,1,36,exploratory study on ml algorithms ,30,0,4132,-5,5,0,4132,-30,0,0,4132,-35,1,0,4131,-35
https://www.kaggle.com/code/digvijayyadav/getting-started-with-computer-vision,Perfect_files,72,6,2,1,79,getting started with computer vision ,72,0,4089,-6,6,0,4089,-72,2,0,4089,-76,1,0,4088,-78
https://www.kaggle.com/code/veleon/optimize-your-algorithms,Perfect_files,154,5,8,0,159,optimize your algorithms ,154,0,4008,-5,5,0,4008,-154,8,0,4008,-151,0,0,4008,-159
https://www.kaggle.com/code/gyejr95/dataset-build,Perfect_files,35,3,2,1,39,dataset build ,35,0,4131,-1,3,0,4129,-35,2,0,4131,-34,1,0,4130,-36
https://www.kaggle.com/code/darkside92/predict-of-fashion-mnist-with-cnn-build,Perfect_files,24,3,1,1,28,predict of fashion mnist with cnn build ,24,0,4141,-2,3,0,4140,-24,1,0,4141,-25,1,0,4140,-26
https://www.kaggle.com/code/msripooja/fork-of-text2image-gan-test-with-75-chkpt,No_extra_files,15,12,0,0,27,fork of text2image gan test with 75 chkpt ,15,0,4140,-12,12,0,4140,-15,0,0,4140,-27,0,0,4140,-27
https://www.kaggle.com/code/alexisbcook/one-step-lookahead,Perfect_files,106,1,4,0,106,one step lookahead ,106,0,4060,-1,1,0,4060,-106,4,0,4060,-103,0,0,4060,-107
https://www.kaggle.com/code/alt250/multi-label-segmentation-using-fastai,Perfect_files,112,5,4,0,116,multi label segmentation using fastai ,112,0,4050,-5,5,0,4050,-112,4,0,4050,-113,0,0,4050,-117
https://www.kaggle.com/code/nareshbhat/starter-guide-to-build-nlp-ml-model-in-pycaret,No_extra_files,74,1,2,0,74,starter guide to build nlp ml model in pycaret ,74,0,4093,0,1,0,4093,-73,2,0,4093,-72,0,0,4093,-74
https://www.kaggle.com/code/emrhn1031/customer-segmentation-rfm-k-means-cohort-analysis,Perfect_files,271,11,14,0,279,customer segmentation rfm k means cohort analysis ,271,0,3888,-8,11,0,3886,-270,14,0,3888,-265,0,0,3888,-279
https://www.kaggle.com/code/kerneler/starter-camelyon16-cancer-wsi-list-fb14cfc6-7,No_extra_files,40,1,1,0,41,starter camelyon16 cancer wsi list fb14cfc6 7 ,40,0,4126,-1,1,0,4126,-40,1,0,4126,-40,0,0,4126,-41
https://www.kaggle.com/code/megr25/breast-cancer-interpretation-knn-and-logreg,Perfect_files,83,5,3,1,89,breast cancer interpretation knn and logreg ,83,0,4080,-4,5,0,4079,-83,3,0,4080,-84,1,0,4079,-87
https://www.kaggle.com/code/kevin1742064161/lb-0-579-yolov5-higher-resolution-f2score,Perfect_files,104,4,12,0,106,lb 0 579 yolov5 higher resolution f2score ,104,0,4059,-4,4,0,4059,-104,12,0,4059,-96,0,0,4059,-108
https://www.kaggle.com/code/ayushexel/answer-correctness-w-b-real-time-debu-b397bd,Perfect_files,147,10,4,0,156,answer correctness w b real time debu b397bd ,147,0,4012,-8,10,0,4010,-147,4,0,4012,-151,0,0,4012,-155
https://www.kaggle.com/code/kueipo/classification-boundaries-visualization,Perfect_files,46,5,1,0,51,classification boundaries visualization ,46,0,4116,-5,5,0,4116,-46,1,0,4116,-50,0,0,4116,-51
https://www.kaggle.com/code/harshris21/no-end-to-images-on-kaggle-eda-done-so-wrong,Perfect_files,118,2,3,1,120,no end to images on kaggle eda done so wrong ,118,0,4048,-1,2,0,4047,-118,3,0,4048,-116,1,0,4047,-119
https://www.kaggle.com/code/varunkashyapks/basic-keras-model-and-visualization,Perfect_files,32,2,2,0,34,basic keras model and visualization ,32,0,4133,-2,2,0,4133,-32,2,0,4133,-32,0,0,4133,-34
https://www.kaggle.com/code/mahmudds/hash-code-archive-photo-slideshow-optimization,Perfect_files,65,5,0,1,70,hash code archive photo slideshow optimization ,65,0,4097,-5,5,0,4097,-65,0,0,4097,-70,1,0,4096,-70
https://www.kaggle.com/code/harunshimanto/machine-learning-algorithms-for-epileptic-seizures,Perfect_files,218,2,10,1,221,machine learning algorithms for epileptic seizures ,218,0,3947,-2,2,0,3947,-218,10,0,3947,-210,1,0,3946,-220
https://www.kaggle.com/code/sid321axn/house-price-prediction-gboosting-adaboost-etc,Perfect_files,131,6,5,2,138,house price prediction gboosting adaboost etc ,131,0,4031,-5,6,0,4031,-130,5,0,4031,-131,2,0,4029,-136
https://www.kaggle.com/code/mobassir/understanding-cross-lingual-models,Perfect_files,200,20,8,0,217,understanding cross lingual models ,200,0,3949,-18,20,0,3947,-200,8,0,3949,-210,0,0,3949,-218
https://www.kaggle.com/code/emackie/histopathologic-cancer-detection-model-2,Perfect_files,297,4,14,1,300,histopathologic cancer detection model 2 ,296,1,3867,-3,4,0,3866,-297,14,0,3867,-286,1,0,3866,-300
https://www.kaggle.com/code/asauve/a-gentle-introduction-to-wavelet-for-data-analysis,Perfect_files,164,2,8,2,168,a gentle introduction to wavelet for data analysis ,164,0,4001,-2,2,0,4001,-164,8,0,4001,-158,2,0,3999,-166
https://www.kaggle.com/code/reighns/augmentations-data-cleaning-and-bounding-boxes,Perfect_files,126,5,3,1,132,augmentations data cleaning and bounding boxes ,126,0,4037,-4,5,0,4036,-126,3,0,4037,-127,1,0,4036,-130
https://www.kaggle.com/code/paultimothymooney/predicting-breast-cancer-from-nuclear-shape,Perfect_files,91,3,3,2,94,predicting breast cancer from nuclear shape ,91,0,4073,-3,3,0,4073,-91,3,0,4073,-91,2,0,4072,-93
https://www.kaggle.com/code/dingli/keras-u-net-for-nuclei-segmentation,Perfect_files,91,7,1,0,96,keras u net for nuclei segmentation ,91,0,4072,-4,7,0,4071,-89,1,0,4072,-94,0,0,4072,-95
https://www.kaggle.com/code/seamusoc/beer-by-name,Perfect_files,16,6,1,1,23,beer by name ,16,0,4145,-6,6,0,4145,-16,1,0,4145,-21,1,0,4144,-22
https://www.kaggle.com/code/didiruh/masker-qr-code-fix,No_extra_files,55,3,1,0,58,masker qr code fix ,55,0,4110,-2,3,0,4109,-55,1,0,4110,-56,0,0,4110,-57
https://www.kaggle.com/code/rtatman/practical-model-evaluation-day-2,Perfect_files,149,4,6,0,152,practical model evaluation day 2 ,149,0,4015,-3,4,0,4014,-149,6,0,4015,-146,0,0,4015,-152
https://www.kaggle.com/code/arunkumarramanan/practical-machine-learning-with-pytorch-tbu,Perfect_files,214,2,11,0,216,practical machine learning with pytorch tbu ,213,1,3951,-2,2,0,3951,-214,11,0,3951,-205,0,0,3951,-216
https://www.kaggle.com/code/ryanholbrook/a-single-neuron,No_extra_files,90,1,4,0,91,a single neuron ,90,0,4076,-1,1,0,4076,-90,4,0,4076,-87,0,0,4076,-91
https://www.kaggle.com/code/andrewmvd/exploring-new-year-s-resolutions,No_extra_files,23,3,0,0,26,exploring new year s resolutions ,23,0,4143,-1,2,1,4141,-23,0,0,4143,-24,0,0,4143,-24
https://www.kaggle.com/code/gvyshnya/using-autoviz-to-build-a-comprehensive-eda,Perfect_files,74,4,1,1,79,using autoviz to build a comprehensive eda ,74,0,4090,-3,4,0,4089,-74,1,0,4090,-76,1,0,4089,-77
https://www.kaggle.com/code/mohitkr05/spotify-data-visualization,Perfect_files,103,3,8,0,106,spotify data visualization ,103,0,4061,-3,3,0,4061,-103,8,0,4061,-98,0,0,4061,-106
https://www.kaggle.com/code/ashwanibhat/eda-hpa-with-explanation,Perfect_files,66,7,1,1,73,eda hpa with explanation ,66,0,4095,-6,7,0,4095,-65,1,0,4095,-71,1,0,4094,-72
https://www.kaggle.com/code/prashant111/lightgbm-classifier-in-python,Perfect_files,189,2,13,0,189,lightgbm classifier in python ,189,0,3977,-1,2,0,3976,-189,13,0,3977,-177,0,0,3977,-190
https://www.kaggle.com/code/raoulma/cancer-image-tensorflow-cnn-80-valid-acc,No_extra_files,140,3,7,0,142,cancer image tensorflow cnn 80 valid acc ,140,0,4025,-2,3,0,4024,-140,7,0,4025,-135,0,0,4025,-142
https://www.kaggle.com/code/aayushrajput/feature-extraction-lung-images-densenet169,No_description_files,0,6,0,0,6,feature extraction lung images densenet169 ,0,0,4162,-5,6,0,4161,0,0,0,4162,-5,0,0,4162,-5
https://www.kaggle.com/code/sumaiyasande2494/covid-19-spread-in-india-eda-interactive-maps,Perfect_files,50,2,0,1,53,covid 19 spread in india eda interactive maps ,50,0,4116,-1,2,0,4115,-50,0,0,4116,-51,1,0,4115,-51
https://www.kaggle.com/code/solorzano/new-stellar-magnitude-model-dysonian-seti,Perfect_files,121,3,4,0,124,new stellar magnitude model dysonian seti ,121,0,4044,-2,3,0,4043,-121,4,0,4044,-119,0,0,4044,-123
https://www.kaggle.com/code/ferdzso/knowledge-graph-analysis-with-node2vec,Perfect_files,70,2,3,1,73,knowledge graph analysis with node2vec ,70,0,4095,-2,2,0,4095,-70,3,0,4095,-69,1,0,4094,-72
https://www.kaggle.com/code/impratiksingh/unsupervised-learning,Perfect_files,133,5,4,3,138,unsupervised learning ,133,0,4031,-3,5,0,4030,-132,4,0,4031,-132,3,0,4028,-136
https://www.kaggle.com/code/tanlikesmath/prostate-cancer-grading-intro-starter-kernel,Perfect_files,146,2,9,0,148,prostate cancer grading intro starter kernel ,146,0,4020,-1,2,0,4019,-146,9,0,4020,-138,0,0,4020,-147
https://www.kaggle.com/code/sicmunduscreatusest/red-panda-lb-0-76,Perfect_files,66,13,3,2,80,red panda lb 0 76 ,66,0,4088,-13,13,0,4088,-66,3,0,4088,-76,2,0,4086,-79
https://www.kaggle.com/code/maunish/rsna-super-cool-eda-and-pytorch-baseline-train,Perfect_files,129,14,4,1,144,rsna super cool eda and pytorch baseline train ,128,1,4026,-12,14,0,4024,-129,4,0,4026,-137,1,0,4025,-141
https://www.kaggle.com/code/drzhuzhe/ananlysis-predict,Perfect_files,90,2,4,1,93,ananlysis predict ,90,0,4075,-2,2,0,4075,-90,4,0,4075,-88,1,0,4074,-92
https://www.kaggle.com/code/sreshta140/looking-into-dna-sequence-2,No_extra_files,56,2,1,0,58,looking into dna sequence 2 ,56,0,4109,-2,2,0,4109,-56,1,0,4109,-57,0,0,4109,-58
https://www.kaggle.com/code/sakshisaku3000/automated-essay-grading-using-nlp-part1,No_extra_files,45,5,0,0,50,automated essay grading using nlp part1 ,45,0,4117,-5,5,0,4117,-45,0,0,4117,-50,0,0,4117,-50
https://www.kaggle.com/code/usharengaraju/tensorflow-decision-forests-w-b,Perfect_files,94,4,3,0,98,tensorflow decision forests w b ,94,0,4070,-3,4,0,4069,-94,3,0,4070,-94,0,0,4070,-97
https://www.kaggle.com/code/pranavpandey2511/image-super-resolution,Perfect_files,237,9,14,0,242,image super resolution ,237,0,3923,-7,9,0,3921,-237,14,0,3923,-230,0,0,3923,-244
https://www.kaggle.com/code/arthurtok/a-cluster-of-colors-principal-component-analysis,No_extra_files,93,1,2,0,93,a cluster of colors principal component analysis ,93,0,4073,-1,1,0,4073,-93,2,0,4073,-92,0,0,4073,-94
https://www.kaggle.com/code/mobassir/deeplabv3-resnet101-for-severstal-sdd,No_extra_files,109,17,5,0,126,deeplabv3 resnet101 for severstal sdd ,108,1,4045,-13,17,0,4041,-109,5,0,4045,-117,0,0,4045,-122
https://www.kaggle.com/code/aditimulye/breast-cancer-prediction,Perfect_files,90,4,3,1,95,breast cancer prediction ,90,0,4074,-3,4,0,4073,-90,3,0,4074,-90,1,0,4073,-93
https://www.kaggle.com/code/allunia/breast-cancer,Perfect_files,216,12,6,1,228,breast cancer ,216,0,3943,-8,12,0,3939,-216,6,0,3943,-218,1,0,3943,-223
https://www.kaggle.com/code/seriousran/mfcc-feature-extraction-for-sound-classification,Perfect_files,61,2,1,2,65,mfcc feature extraction for sound classification ,61,0,4104,-2,2,0,4104,-61,1,0,4104,-62,2,0,4102,-63
https://www.kaggle.com/code/gaganmaahi224/everything-you-need-to-know-in-plotly,No_extra_files,56,3,0,0,58,everything you need to know in plotly ,56,0,4109,-2,3,0,4109,-55,0,0,4109,-58,0,0,4109,-58
